,UserID,HotelID,Number_Booked,Number_Booked_log
7661,9467143,435613,1,1
8004,9467252,435613,2,1.69314718055995
8154,9467255,435613,9,3.19722457733622
8182,9467260,435613,6,2.79175946922805
8228,9467277,435613,2,1.69314718055995
8397,9467314,435613,2,1.69314718055995
8517,9467345,435613,1,1
8568,9467382,435613,1,1
8672,9467397,435613,6,2.79175946922805
8733,9467405,435613,1,1
8933,9467474,435613,1,1
8964,9467503,435613,2,1.69314718055995
9438,9467636,435613,3,2.09861228866811
9602,9467679,435613,1,1
9730,9467733,435613,3,2.09861228866811
9787,9467753,435613,1,1
9861,9467780,435613,3,2.09861228866811
9927,9467819,435613,1,1
10124,9467888,435613,1,1
10279,9467983,435613,1,1
10306,9468009,435613,1,1
10566,9468018,435613,6,2.79175946922805
11080,9468212,435613,2,1.69314718055995
11095,9468214,435613,1,1
11111,9468226,435613,1,1
11149,9468243,435613,2,1.69314718055995
11162,9468247,435613,2,1.69314718055995
11193,9468252,435613,2,1.69314718055995
11218,9468255,435613,1,1
11303,9468274,435613,1,1
11315,9468296,435613,1,1
11584,9468349,435613,1,1
11640,9468360,435613,6,2.79175946922805
11646,9468361,435613,1,1
11836,9468422,435613,1,1
12862,9468430,435613,181,6.19849703126583
13234,9468452,435613,1,1
13303,9468465,435613,1,1
13325,9468481,435613,1,1
13337,9468553,435613,1,1
13475,9468990,435613,1,1
13538,9468999,435613,4,2.38629436111989
13593,9469011,435613,1,1
13732,9469024,435613,1,1
13778,9469027,435613,1,1
13896,9469054,435613,1,1
13944,9469060,435613,5,2.6094379124341
13973,9469065,435613,2,1.69314718055995
13991,9469074,435613,1,1
14029,9469081,435613,3,2.09861228866811
14141,9469105,435613,4,2.38629436111989
14165,9469114,435613,1,1
14254,9469141,435613,1,1
14607,9469222,435613,1,1
14761,9469240,435613,2,1.69314718055995
14797,9469247,435613,1,1
14918,9469278,435613,3,2.09861228866811
15079,9469309,435613,1,1
15118,9469332,435613,5,2.6094379124341
15345,9470008,435613,1,1
15474,9471137,435613,1,1
15508,9471233,435613,1,1
15592,9471258,435613,3,2.09861228866811
15747,9471447,435613,2,1.69314718055995
15871,9471681,435613,1,1
15914,9471925,435613,2,1.69314718055995
15983,9472275,435613,2,1.69314718055995
16041,9472392,435613,1,1
16114,9472929,435613,2,1.69314718055995
16140,9473154,435613,1,1
193,9463939,138996,1,1
314,9464035,138996,1,1
410,9464101,138996,1,1
474,9464174,138996,6,2.79175946922805
532,9464249,138996,2,1.69314718055995
567,9464252,138996,5,2.6094379124341
608,9464279,138996,1,1
636,9464296,138996,2,1.69314718055995
719,9464354,138996,3,2.09861228866811
784,9464406,138996,3,2.09861228866811
841,9464475,138996,4,2.38629436111989
858,9464478,138996,1,1
949,9464544,138996,2,1.69314718055995
982,9464566,138996,2,1.69314718055995
1175,9464739,138996,1,1
1190,9464746,138996,3,2.09861228866811
1195,9464753,138996,2,1.69314718055995
1225,9464831,138996,2,1.69314718055995
1259,9464876,138996,3,2.09861228866811
1268,9464878,138996,3,2.09861228866811
1285,9464879,138996,1,1
1355,9464917,138996,1,1
1368,9464922,138996,1,1
1419,9464991,138996,1,1
1490,9465051,138996,2,1.69314718055995
1617,9465126,138996,4,2.38629436111989
1864,9465372,138996,2,1.69314718055995
1868,9465373,138996,3,2.09861228866811
1884,9465393,138996,2,1.69314718055995
1897,9465416,138996,9,3.19722457733622
1941,9465479,138996,3,2.09861228866811
2045,9465592,138996,2,1.69314718055995
2086,9465625,138996,1,1
2225,9465768,138996,3,2.09861228866811
2261,9465783,138996,1,1
2454,9465809,138996,1,1
2507,9465815,138996,4,2.38629436111989
2614,9465829,138996,17,3.83321334405622
2716,9465861,138996,2,1.69314718055995
2788,9465863,138996,10,3.30258509299405
2862,9465881,138996,1,1
2872,9465883,138996,1,1
2937,9465921,138996,4,2.38629436111989
3038,9465947,138996,4,2.38629436111989
3155,9466004,138996,1,1
3348,9466055,138996,5,2.6094379124341
3425,9466066,138996,4,2.38629436111989
3454,9466083,138996,1,1
3560,9466104,138996,1,1
3633,9466114,138996,3,2.09861228866811
3788,9466159,138996,2,1.69314718055995
3915,9466183,138996,7,2.94591014905531
4147,9466225,138996,4,2.38629436111989
4162,9466227,138996,1,1
4348,9466266,138996,5,2.6094379124341
4430,9466295,138996,2,1.69314718055995
4443,9466297,138996,2,1.69314718055995
4469,9466301,138996,1,1
4496,9466309,138996,6,2.79175946922805
4569,9466312,138996,6,2.79175946922805
4737,9466371,138996,4,2.38629436111989
4793,9466386,138996,1,1
4872,9466392,138996,4,2.38629436111989
4914,9466409,138996,4,2.38629436111989
5194,9466473,138996,2,1.69314718055995
5245,9466488,138996,2,1.69314718055995
5346,9466508,138996,2,1.69314718055995
5498,9466557,138996,14,3.63905732961526
5587,9466589,138996,3,2.09861228866811
5610,9466594,138996,5,2.6094379124341
5646,9466598,138996,1,1
5662,9466599,138996,1,1
5747,9466622,138996,1,1
5903,9466664,138996,5,2.6094379124341
5940,9466689,138996,1,1
5999,9466691,138996,4,2.38629436111989
6065,9466696,138996,1,1
6089,9466709,138996,1,1
6175,9466719,138996,1,1
6370,9466774,138996,1,1
6484,9466799,138996,1,1
6582,9466843,138996,1,1
6692,9466851,138996,6,2.79175946922805
6738,9466867,138996,1,1
6856,9466907,138996,1,1
6915,9466925,138996,2,1.69314718055995
6920,9466934,138996,1,1
6962,9466954,138996,1,1
7031,9466985,138996,1,1
7069,9466990,138996,5,2.6094379124341
7085,9466991,138996,1,1
7104,9466992,138996,1,1
7145,9467004,138996,1,1
7338,9467034,138996,10,3.30258509299405
7367,9467043,138996,2,1.69314718055995
7517,9467098,138996,1,1
7599,9467119,138996,2,1.69314718055995
7709,9467145,138996,1,1
7852,9467188,138996,4,2.38629436111989
7922,9467204,138996,4,2.38629436111989
8000,9467252,138996,12,3.484906649788
8137,9467255,138996,15,3.70805020110221
8265,9467303,138996,1,1
8315,9467304,138996,8,3.07944154167984
8387,9467314,138996,12,3.484906649788
8515,9467345,138996,2,1.69314718055995
8535,9467352,138996,1,1
8595,9467383,138996,2,1.69314718055995
8669,9467397,138996,1,1
8731,9467405,138996,1,1
8757,9467419,138996,2,1.69314718055995
8931,9467474,138996,1,1
8989,9467528,138996,2,1.69314718055995
9162,9467573,138996,4,2.38629436111989
9307,9467602,138996,1,1
9436,9467636,138996,1,1
9725,9467733,138996,1,1
9920,9467819,138996,3,2.09861228866811
10176,9467898,138996,2,1.69314718055995
10505,9468018,138996,11,3.39789527279837
10742,9468057,138996,1,1
10814,9468108,138996,2,1.69314718055995
10838,9468113,138996,1,1
10883,9468130,138996,4,2.38629436111989
10952,9468166,138996,1,1
11022,9468209,138996,2,1.69314718055995
11074,9468212,138996,2,1.69314718055995
11141,9468234,138996,1,1
11213,9468255,138996,1,1
11275,9468265,138996,1,1
11313,9468296,138996,1,1
11339,9468299,138996,1,1
11435,9468332,138996,1,1
11578,9468349,138996,2,1.69314718055995
11598,9468351,138996,1,1
11637,9468360,138996,1,1
11722,9468392,138996,2,1.69314718055995
11809,9468421,138996,1,1
12630,9468430,138996,717,7.57507584059962
13191,9468449,138996,1,1
13232,9468452,138996,4,2.38629436111989
13251,9468455,138996,1,1
13418,9468972,138996,1,1
13471,9468990,138996,2,1.69314718055995
13482,9468992,138996,2,1.69314718055995
13494,9468993,138996,1,1
13620,9469013,138996,6,2.79175946922805
13728,9469024,138996,14,3.63905732961526
13789,9469029,138996,4,2.38629436111989
13859,9469047,138996,1,1
13874,9469048,138996,1,1
13938,9469060,138996,4,2.38629436111989
13971,9469065,138996,1,1
14015,9469078,138996,1,1
14161,9469114,138996,1,1
14217,9469132,138996,1,1
14251,9469141,138996,1,1
14288,9469144,138996,1,1
14447,9469196,138996,1,1
14456,9469201,138996,1,1
14475,9469209,138996,1,1
14535,9469213,138996,4,2.38629436111989
14577,9469215,138996,3,2.09861228866811
14605,9469222,138996,5,2.6094379124341
14794,9469247,138996,1,1
14855,9469263,138996,1,1
14911,9469278,138996,1,1
14947,9469288,138996,1,1
14986,9469299,138996,1,1
15021,9469303,138996,1,1
15150,9469343,138996,7,2.94591014905531
15166,9469387,138996,1,1
15208,9469418,138996,2,1.69314718055995
15227,9469421,138996,2,1.69314718055995
15344,9470008,138996,1,1
15353,9470061,138996,1,1
15692,9471432,138996,3,2.09861228866811
15706,9471433,138996,3,2.09861228866811
15729,9471438,138996,1,1
15744,9471447,138996,1,1
15818,9471578,138996,1,1
15868,9471681,138996,1,1
15977,9472266,138996,1,1
16224,9473754,138996,1,1
16232,9473789,138996,2,1.69314718055995
16263,9473808,138996,1,1
16288,9473821,138996,1,1
16294,9473843,138996,1,1
16315,9473944,138996,1,1
16368,9473981,138996,1,1
16396,9474055,138996,1,1
16433,9474301,138996,1,1
194,9463950,237,1,1
231,9463953,237,2,1.69314718055995
922,9464544,237,1,1
1435,9465024,237,1,1
1923,9465479,237,1,1
2176,9465762,237,3,2.09861228866811
3075,9465984,237,1,1
5162,9466473,237,1,1
5208,9466488,237,1,1
5434,9466557,237,3,2.09861228866811
6091,9466710,237,2,1.69314718055995
7112,9467000,237,1,1
7247,9467020,237,1,1
7629,9467143,237,1,1
8020,9467255,237,2,1.69314718055995
8998,9467532,237,2,1.69314718055995
9515,9467664,237,1,1
9657,9467702,237,1,1
9895,9467819,237,1,1
11463,9468337,237,1,1
11968,9468430,237,26,4.25809653802148
13601,9469013,237,2,1.69314718055995
16098,9472859,237,1,1
196,9463950,58518,2,1.69314718055995
1363,9464922,58518,1,1
4176,9466230,58518,1,1
5411,9466549,58518,1,1
6786,9466877,58518,1,1
7585,9467114,58518,1,1
7589,9467117,58518,1,1
8030,9467255,58518,1,1
9003,9467532,58518,1,1
10130,9467898,58518,1,1
12013,9468430,58518,5,2.6094379124341
15794,9471501,58518,1,1
198,9463950,84463,1,1
233,9463953,84463,1,1
479,9464189,84463,1,1
3265,9466046,84463,1,1
3665,9466127,84463,2,1.69314718055995
3874,9466183,84463,1,1
6277,9466746,84463,1,1
6713,9466863,84463,1,1
12030,9468430,84463,3,2.09861228866811
13594,9469012,84463,1,1
14443,9469196,84463,4,2.38629436111989
203,9463950,108978,1,1
267,9463965,108978,1,1
378,9464080,108978,1,1
439,9464152,108978,1,1
830,9464475,108978,1,1
986,9464568,108978,2,1.69314718055995
1124,9464683,108978,1,1
1218,9464831,108978,3,2.09861228866811
1298,9464882,108978,1,1
1668,9465169,108978,1,1
1785,9465280,108978,1,1
1824,9465325,108978,2,1.69314718055995
1848,9465365,108978,1,1
1878,9465393,108978,2,1.69314718055995
2484,9465815,108978,1,1
2647,9465833,108978,1,1
3371,9466060,108978,1,1
4196,9466230,108978,4,2.38629436111989
4642,9466347,108978,1,1
5319,9466507,108978,1,1
5352,9466513,108978,1,1
5425,9466551,108978,1,1
5453,9466557,108978,1,1
5616,9466595,108978,1,1
5788,9466636,108978,1,1
5808,9466640,108978,1,1
5826,9466644,108978,3,2.09861228866811
5927,9466684,108978,1,1
6026,9466692,108978,1,1
6049,9466696,108978,2,1.69314718055995
6138,9466719,108978,2,1.69314718055995
6190,9466721,108978,1,1
6284,9466746,108978,1,1
6393,9466787,108978,1,1
6553,9466843,108978,1,1
7438,9467073,108978,1,1
7485,9467092,108978,1,1
7669,9467145,108978,1,1
7835,9467188,108978,1,1
8048,9467255,108978,3,2.09861228866811
8284,9467304,108978,2,1.69314718055995
8576,9467383,108978,1,1
8914,9467474,108978,1,1
8969,9467519,108978,1,1
8973,9467521,108978,1,1
9047,9467534,108978,1,1
9079,9467543,108978,2,1.69314718055995
9221,9467588,108978,5,2.6094379124341
9396,9467630,108978,5,2.6094379124341
9889,9467806,108978,1,1
10211,9467909,108978,1,1
10217,9467910,108978,2,1.69314718055995
10357,9468018,108978,2,1.69314718055995
10622,9468022,108978,3,2.09861228866811
10640,9468037,108978,1,1
10713,9468057,108978,1,1
10854,9468128,108978,1,1
10960,9468173,108978,1,1
11032,9468210,108978,2,1.69314718055995
11255,9468265,108978,1,1
11865,9468425,108978,10,3.30258509299405
12104,9468430,108978,125,5.8283137373023
13157,9468449,108978,1,1
13277,9468465,108978,1,1
13384,9468961,108978,1,1
13509,9468999,108978,1,1
13580,9469011,108978,1,1
13675,9469022,108978,1,1
14074,9469091,108978,1,1
14337,9469151,108978,1,1
14548,9469214,108978,1,1
15906,9471925,108978,1,1
16452,9474500,108978,1,1
205,9463950,109005,2,1.69314718055995
2635,9465831,109005,1,1
4199,9466230,109005,2,1.69314718055995
4777,9466386,109005,1,1
5712,9466617,109005,5,2.6094379124341
5883,9466664,109005,1,1
9629,9467695,109005,1,1
12121,9468430,109005,20,3.99573227355399
13511,9468999,109005,2,1.69314718055995
13559,9469009,109005,1,1
14207,9469132,109005,1,1
14894,9469278,109005,1,1
207,9463950,109077,1,1
516,9464249,109077,2,1.69314718055995
624,9464295,109077,2,1.69314718055995
693,9464342,109077,1,1
1056,9464617,109077,1,1
1106,9464669,109077,1,1
1220,9464831,109077,1,1
1374,9464955,109077,1,1
1474,9465051,109077,1,1
1549,9465093,109077,1,1
1635,9465130,109077,1,1
1815,9465320,109077,1,1
1999,9465577,109077,2,1.69314718055995
3014,9465947,109077,2,1.69314718055995
3165,9466007,109077,1,1
3192,9466019,109077,2,1.69314718055995
3316,9466055,109077,1,1
3786,9466159,109077,1,1
3808,9466164,109077,1,1
3848,9466180,109077,4,2.38629436111989
3888,9466183,109077,1,1
4324,9466266,109077,1,1
4458,9466301,109077,1,1
4528,9466312,109077,1,1
4650,9466348,109077,1,1
4669,9466355,109077,4,2.38629436111989
4836,9466392,109077,1,1
4986,9466428,109077,1,1
5598,9466594,109077,1,1
5962,9466691,109077,1,1
6028,9466692,109077,1,1
6145,9466719,109077,1,1
6330,9466753,109077,1,1
6813,9466881,109077,1,1
6852,9466907,109077,1,1
7586,9467114,109077,1,1
7605,9467130,109077,1,1
7675,9467145,109077,1,1
7988,9467252,109077,1,1
8062,9467255,109077,3,2.09861228866811
8499,9467345,109077,1,1
8737,9467418,109077,1,1
9143,9467563,109077,1,1
9833,9467774,109077,1,1
10377,9468018,109077,2,1.69314718055995
11173,9468252,109077,1,1
11479,9468337,109077,2,1.69314718055995
12158,9468430,109077,197,6.28320372873799
13286,9468465,109077,1,1
13710,9469024,109077,1,1
14209,9469132,109077,1,1
14513,9469213,109077,2,1.69314718055995
14744,9469240,109077,1,1
15516,9471234,109077,1,1
15859,9471681,109077,2,1.69314718055995
211,9463950,109169,1,1
400,9464101,109169,1,1
695,9464342,109169,2,1.69314718055995
711,9464354,109169,1,1
2034,9465587,109169,5,2.6094379124341
2529,9465826,109169,3,2.09861228866811
2754,9465863,109169,1,1
2849,9465881,109169,2,1.69314718055995
3059,9465971,109169,1,1
3140,9466004,109169,2,1.69314718055995
3436,9466068,109169,1,1
3991,9466209,109169,1,1
4129,9466225,109169,1,1
4158,9466227,109169,1,1
4306,9466252,109169,1,1
4437,9466297,109169,3,2.09861228866811
4601,9466325,109169,1,1
4635,9466341,109169,1,1
5086,9466449,109169,1,1
5172,9466473,109169,1,1
5220,9466488,109169,2,1.69314718055995
5827,9466644,109169,1,1
6149,9466719,109169,5,2.6094379124341
6290,9466746,109169,1,1
6401,9466787,109169,1,1
7057,9466990,109169,1,1
7140,9467004,109169,1,1
7210,9467014,109169,2,1.69314718055995
7361,9467043,109169,1,1
7447,9467073,109169,2,1.69314718055995
8076,9467255,109169,2,1.69314718055995
8199,9467273,109169,1,1
8868,9467458,109169,1,1
9086,9467543,109169,4,2.38629436111989
9239,9467588,109169,2,1.69314718055995
9376,9467625,109169,2,1.69314718055995
9444,9467641,109169,1,1
9634,9467695,109169,1,1
9798,9467759,109169,1,1
10148,9467898,109169,1,1
10299,9468009,109169,1,1
10975,9468189,109169,1,1
11038,9468210,109169,1,1
11400,9468317,109169,1,1
11513,9468344,109169,1,1
11708,9468378,109169,1,1
11883,9468425,109169,10,3.30258509299405
12207,9468430,109169,125,5.8283137373023
13480,9468992,109169,1,1
13658,9469021,109169,1,1
13681,9469022,109169,1,1
13757,9469027,109169,1,1
13920,9469060,109169,2,1.69314718055995
14078,9469091,109169,1,1
14198,9469129,109169,1,1
14344,9469151,109169,1,1
14399,9469167,109169,1,1
14936,9469287,109169,4,2.38629436111989
14959,9469295,109169,1,1
15135,9469343,109169,1,1
15291,9469544,109169,2,1.69314718055995
15644,9471376,109169,1,1
15851,9471668,109169,2,1.69314718055995
15907,9471925,109169,1,1
214,9463950,109204,1,1
443,9464152,109204,1,1
1306,9464882,109204,1,1
1881,9465393,109204,1,1
2075,9465625,109204,1,1
2094,9465644,109204,2,1.69314718055995
2852,9465881,109204,1,1
3737,9466147,109204,2,1.69314718055995
4215,9466230,109204,4,2.38629436111989
4785,9466386,109204,2,1.69314718055995
5061,9466435,109204,1,1
5721,9466619,109204,1,1
5741,9466622,109204,2,1.69314718055995
5970,9466691,109204,1,1
6152,9466719,109204,2,1.69314718055995
6293,9466746,109204,1,1
6470,9466799,109204,2,1.69314718055995
6800,9466877,109204,1,1
7306,9467027,109204,1,1
7450,9467073,109204,2,1.69314718055995
7751,9467156,109204,1,1
8083,9467255,109204,3,2.09861228866811
8298,9467304,109204,2,1.69314718055995
8747,9467419,109204,1,1
11136,9468234,109204,1,1
11485,9468337,109204,1,1
11628,9468360,109204,3,2.09861228866811
11662,9468366,109204,1,1
11887,9468425,109204,5,2.6094379124341
12226,9468430,109204,37,4.61091791264422
14556,9469214,109204,1,1
216,9463950,109308,1,1
654,9464317,109308,1,1
3438,9466068,109308,1,1
5529,9466565,109308,1,1
8092,9467255,109308,1,1
8248,9467298,109308,1,1
8984,9467528,109308,1,1
9583,9467677,109308,1,1
9714,9467733,109308,1,1
10203,9467902,109308,1,1
10747,9468058,109308,1,1
12282,9468430,109308,19,3.94443897916644
13639,9469016,109308,1,1
217,9463950,109366,2,1.69314718055995
248,9463960,109366,3,2.09861228866811
286,9463986,109366,3,2.09861228866811
357,9464066,109366,5,2.6094379124341
404,9464101,109366,1,1
493,9464211,109366,2,1.69314718055995
602,9464279,109366,1,1
707,9464350,109366,1,1
763,9464395,109366,2,1.69314718055995
880,9464505,109366,1,1
980,9464566,109366,2,1.69314718055995
1040,9464615,109366,1,1
1238,9464832,109366,1,1
1354,9464917,109366,2,1.69314718055995
1366,9464922,109366,2,1.69314718055995
1480,9465051,109366,3,2.09861228866811
1661,9465138,109366,1,1
1676,9465175,109366,3,2.09861228866811
1716,9465181,109366,1,1
1742,9465231,109366,1,1
1775,9465264,109366,1,1
1894,9465416,109366,1,1
1934,9465479,109366,1,1
2076,9465625,109366,2,1.69314718055995
2135,9465676,109366,2,1.69314718055995
2191,9465762,109366,1,1
2239,9465782,109366,4,2.38629436111989
2303,9465793,109366,4,2.38629436111989
2450,9465809,109366,1,1
2499,9465815,109366,1,1
2516,9465816,109366,2,1.69314718055995
2598,9465829,109366,3,2.09861228866811
2709,9465861,109366,2,1.69314718055995
2765,9465863,109366,1,1
2853,9465881,109366,1,1
2972,9465928,109366,1,1
3330,9466055,109366,1,1
3380,9466060,109366,1,1
3671,9466127,109366,1,1
3738,9466147,109366,2,1.69314718055995
4077,9466220,109366,1,1
4097,9466223,109366,2,1.69314718055995
4135,9466225,109366,4,2.38629436111989
4336,9466266,109366,2,1.69314718055995
4426,9466295,109366,1,1
4605,9466325,109366,2,1.69314718055995
4653,9466348,109366,5,2.6094379124341
4786,9466386,109366,2,1.69314718055995
4853,9466392,109366,1,1
4912,9466409,109366,1,1
4941,9466414,109366,1,1
5178,9466473,109366,2,1.69314718055995
5477,9466557,109366,9,3.19722457733622
5531,9466565,109366,1,1
5581,9466589,109366,1,1
5704,9466610,109366,1,1
5892,9466664,109366,2,1.69314718055995
5977,9466691,109366,2,1.69314718055995
6057,9466696,109366,10,3.30258509299405
6085,9466709,109366,1,1
6107,9466710,109366,2,1.69314718055995
6159,9466719,109366,3,2.09861228866811
6295,9466746,109366,2,1.69314718055995
6410,9466787,109366,1,1
6473,9466799,109366,1,1
6528,9466835,109366,1,1
6671,9466851,109366,1,1
6735,9466867,109366,2,1.69314718055995
6765,9466876,109366,1,1
6866,9466913,109366,1,1
6910,9466925,109366,1,1
6918,9466934,109366,1,1
7097,9466992,109366,1,1
7364,9467043,109366,1,1
7491,9467092,109366,1,1
7684,9467145,109366,1,1
7798,9467166,109366,1,1
7844,9467188,109366,1,1
7903,9467203,109366,3,2.09861228866811
7962,9467243,109366,1,1
7993,9467252,109366,1,1
8094,9467255,109366,55,5.00733318523247
8176,9467260,109366,1,1
8220,9467277,109366,1,1
8475,9467335,109366,3,2.09861228866811
8587,9467383,109366,2,1.69314718055995
8727,9467405,109366,2,1.69314718055995
8753,9467419,109366,2,1.69314718055995
8778,9467426,109366,1,1
8825,9467442,109366,1,1
8849,9467453,109366,1,1
9029,9467532,109366,3,2.09861228866811
9158,9467573,109366,1,1
9247,9467588,109366,2,1.69314718055995
9407,9467631,109366,1,1
9430,9467636,109366,1,1
9616,9467690,109366,1,1
9784,9467753,109366,1,1
9908,9467819,109366,3,2.09861228866811
10770,9468073,109366,1,1
10785,9468095,109366,2,1.69314718055995
10909,9468139,109366,1,1
11125,9468228,109366,5,2.6094379124341
11177,9468252,109366,1,1
11223,9468256,109366,1,1
11488,9468337,109366,4,2.38629436111989
11569,9468349,109366,4,2.38629436111989
11595,9468351,109366,1,1
11693,9468370,109366,1,1
11791,9468421,109366,3,2.09861228866811
12302,9468430,109366,78,5.35670882668959
13100,9468439,109366,1,1
13246,9468455,109366,1,1
13488,9468993,109366,1,1
13554,9469003,109366,1,1
13597,9469012,109366,2,1.69314718055995
13716,9469024,109366,1,1
13956,9469062,109366,2,1.69314718055995
14024,9469081,109366,3,2.09861228866811
14138,9469105,109366,2,1.69314718055995
14306,9469149,109366,1,1
14386,9469153,109366,1,1
14481,9469211,109366,2,1.69314718055995
14601,9469222,109366,4,2.38629436111989
14748,9469240,109366,2,1.69314718055995
14961,9469295,109366,1,1
15017,9469303,109366,1,1
15141,9469343,109366,1,1
15223,9469421,109366,1,1
15317,9469606,109366,1,1
15485,9471184,109366,1,1
15575,9471258,109366,2,1.69314718055995
15610,9471335,109366,1,1
15741,9471447,109366,2,1.69314718055995
15862,9471681,109366,2,1.69314718055995
16036,9472375,109366,1,1
16313,9473944,109366,1,1
16439,9474303,109366,1,1
219,9463950,109653,2,1.69314718055995
323,9464044,109653,1,1
328,9464055,109653,1,1
604,9464279,109653,1,1
642,9464305,109653,1,1
655,9464317,109653,1,1
671,9464335,109653,1,1
739,9464371,109653,2,1.69314718055995
1483,9465051,109653,4,2.38629436111989
1642,9465130,109653,6,2.79175946922805
1863,9465372,109653,2,1.69314718055995
1936,9465479,109653,1,1
2036,9465587,109653,1,1
2241,9465782,109653,1,1
2602,9465829,109653,2,1.69314718055995
2768,9465863,109653,3,2.09861228866811
2825,9465876,109653,5,2.6094379124341
3029,9465947,109653,1,1
3183,9466014,109653,1,1
3252,9466042,109653,1,1
3854,9466180,109653,1,1
3904,9466183,109653,2,1.69314718055995
4048,9466213,109653,4,2.38629436111989
4137,9466225,109653,1,1
4339,9466266,109653,1,1
4415,9466287,109653,1,1
4492,9466309,109653,1,1
4551,9466312,109653,3,2.09861228866811
4728,9466371,109653,1,1
4913,9466409,109653,1,1
4969,9466422,109653,1,1
5368,9466515,109653,1,1
5481,9466557,109653,6,2.79175946922805
5744,9466622,109653,1,1
5815,9466640,109653,6,2.79175946922805
5895,9466664,109653,1,1
5982,9466691,109653,3,2.09861228866811
6198,9466721,109653,1,1
6337,9466756,109653,1,1
6679,9466851,109653,1,1
7084,9466991,109653,1,1
7847,9467188,109653,4,2.38629436111989
8106,9467255,109653,2,1.69314718055995
8178,9467260,109653,2,1.69314718055995
8373,9467314,109653,1,1
8479,9467335,109653,2,1.69314718055995
8510,9467345,109653,1,1
8548,9467364,109653,1,1
8926,9467474,109653,1,1
9032,9467532,109653,1,1
9482,9467650,109653,1,1
9489,9467655,109653,1,1
9720,9467733,109653,1,1
9869,9467794,109653,1,1
9912,9467819,109653,1,1
10448,9468018,109653,2,1.69314718055995
10735,9468057,109653,1,1
11011,9468201,109653,1,1
11092,9468214,109653,1,1
12400,9468430,109653,168,6.12396397940326
13124,9468442,109653,1,1
13489,9468993,109653,1,1
13721,9469024,109653,2,1.69314718055995
13927,9469060,109653,1,1
13961,9469062,109653,1,1
14412,9469171,109653,1,1
14459,9469203,109653,1,1
14525,9469213,109653,6,2.79175946922805
14560,9469214,109653,1,1
14574,9469215,109653,1,1
14751,9469240,109653,1,1
14787,9469247,109653,1,1
15161,9469387,109653,1,1
15224,9469421,109653,1,1
15684,9471432,109653,1,1
15716,9471437,109653,2,1.69314718055995
15863,9471681,109653,4,2.38629436111989
15909,9471925,109653,1,1
16351,9473963,109653,1,1
220,9463950,109741,1,1
362,9464066,109741,1,1
487,9464189,109741,1,1
1430,9465001,109741,1,1
2517,9465816,109741,1,1
2648,9465833,109741,1,1
3383,9466060,109741,1,1
3741,9466147,109741,1,1
4140,9466225,109741,1,1
4553,9466312,109741,1,1
5483,9466557,109741,1,1
6505,9466800,109741,1,1
7905,9467203,109741,3,2.09861228866811
12427,9468430,109741,22,4.09104245335832
14445,9469196,109741,1,1
14526,9469213,109741,1,1
15144,9469343,109741,1,1
15435,9470902,109741,1,1
15686,9471432,109741,1,1
222,9463950,110194,2,1.69314718055995
1896,9465416,110194,1,1
7458,9467073,110194,1,1
7700,9467145,110194,1,1
10833,9468113,110194,1,1
11802,9468421,110194,2,1.69314718055995
223,9463950,110213,1,1
250,9463960,110213,1,1
408,9464101,110213,5,2.6094379124341
451,9464152,110213,2,1.69314718055995
764,9464395,110213,1,1
855,9464478,110213,1,1
946,9464544,110213,1,1
1173,9464739,110213,1,1
1282,9464879,110213,1,1
1484,9465051,110213,2,1.69314718055995
1570,9465097,110213,1,1
1589,9465117,110213,1,1
1597,9465119,110213,1,1
1644,9465130,110213,2,1.69314718055995
1979,9465568,110213,1,1
2082,9465625,110213,1,1
2090,9465630,110213,1,1
2139,9465676,110213,2,1.69314718055995
2164,9465751,110213,1,1
2203,9465764,110213,1,1
2453,9465809,110213,1,1
2649,9465833,110213,1,1
2859,9465881,110213,1,1
2977,9465928,110213,1,1
3153,9466004,110213,2,1.69314718055995
3340,9466055,110213,1,1
3500,9466094,110213,1,1
3558,9466104,110213,3,2.09861228866811
3783,9466156,110213,1,1
3856,9466180,110213,2,1.69314718055995
4373,9466275,110213,1,1
4401,9466282,110213,1,1
4620,9466329,110213,1,1
4689,9466363,110213,1,1
4932,9466411,110213,1,1
4945,9466414,110213,1,1
5187,9466473,110213,1,1
5409,9466544,110213,1,1
5488,9466557,110213,5,2.6094379124341
5645,9466598,110213,2,1.69314718055995
5746,9466622,110213,1,1
5990,9466691,110213,1,1
6061,9466696,110213,1,1
6366,9466774,110213,1,1
6573,9466843,110213,2,1.69314718055995
6726,9466863,110213,1,1
7313,9467027,110213,1,1
7761,9467156,110213,1,1
7909,9467203,110213,1,1
7964,9467243,110213,1,1
7997,9467252,110213,2,1.69314718055995
8263,9467303,110213,1,1
8432,9467327,110213,1,1
9302,9467600,110213,1,1
9330,9467607,110213,1,1
10104,9467885,110213,1,1
10170,9467898,110213,1,1
10492,9468018,110213,1,1
10805,9468107,110213,2,1.69314718055995
10818,9468112,110213,2,1.69314718055995
11212,9468255,110213,6,2.79175946922805
11636,9468360,110213,1,1
11901,9468425,110213,1,1
12559,9468430,110213,84,5.43081679884331
13137,9468446,110213,1,1
13230,9468452,110213,1,1
13530,9468999,110213,2,1.69314718055995
13617,9469013,110213,1,1
13963,9469062,110213,1,1
14046,9469085,110213,1,1
14224,9469133,110213,1,1
15582,9471258,110213,1,1
15689,9471432,110213,1,1
